X,Y,objectid,globalid,CreationDate,Creator,EditDate,Editor,date_updated,under_19,_20_39,_40_49,_50_59,_60_69,_70_100,percent_female,percent_male,prov_join_field
0,0,245,1d94b55a-5ac9-417e-ab88-06998d108756,2021/09/10 16:49:26.172+00,phearns,2021/09/10 16:49:26.172+00,phearns,2021/09/10 14:30:00+00,374,371,304,234,152,97,43,57,NL
0,0,246,04786cb6-5a15-420b-898d-e60b3f9ee2f6,2021/09/13 17:58:27.341+00,phearns,2021/09/13 17:58:27.341+00,phearns,2021/09/13 14:30:00+00,375,378,304,234,152,98,43,57,NL
0,0,247,3a9bd947-8167-4977-80e5-ca0d37922910,2021/09/15 16:49:16.060+00,phearns,2021/09/15 16:49:16.060+00,phearns,2021/09/15 14:30:00+00,376,380,306,236,154,99,43,57,NL
0,0,248,c4d39a71-3c9d-4c93-8cb6-66f3c0513b93,2021/09/17 16:43:19.441+00,phearns,2021/09/17 16:43:19.441+00,phearns,2021/09/17 14:30:00+00,376,381,306,237,155,100,43,57,NL
0,0,249,7df22795-913a-4082-b977-5bfad855b2c0,2021/09/20 16:40:08.229+00,phearns,2021/09/20 16:40:08.229+00,phearns,2021/09/20 14:30:00+00,377,383,308,239,155,108,43,57,NL
0,0,250,667ba684-97fd-4991-9175-d443784acd63,2021/09/21 18:43:57.323+00,phearns,2021/09/21 18:43:57.323+00,phearns,2021/09/21 14:30:00+00,380,385,312,243,157,109,43,57,NL
0,0,251,797df923-5478-4c22-bbbc-a0a9cc92ce69,2021/09/22 17:06:32.523+00,phearns,2021/09/22 17:06:32.523+00,phearns,2021/09/22 14:30:00+00,382,390,316,249,161,111,44,56,NL
0,0,252,79764a37-6b92-479d-b648-d996c6d0c832,2021/09/24 16:37:50.797+00,phearns,2021/09/24 16:37:50.797+00,phearns,2021/09/24 14:30:00+00,384,402,325,259,165,119,44,56,NL
0,0,253,e75e589d-34aa-42e1-9a09-6ccba4517bf2,2021/09/25 16:39:10.007+00,phearns,2021/09/25 16:39:10.007+00,phearns,2021/09/25 14:30:00+00,391,403,327,260,167,120,44,56,NL
-57.9245806,48.9457037,254,c8d6b24d-dc7b-4b13-8fe9-a933a82f00d4,2021/09/26 17:37:00.491+00,phearns,2021/09/26 17:37:00.491+00,phearns,2021/09/26 14:30:00+00,404,403,330,260,174,121,44,56,NL
0,0,255,88e1f663-4577-443c-ae25-1e0181593037,2021/09/27 17:23:00.191+00,phearns,2021/09/27 17:24:09.687+00,phearns,2021/09/27 14:30:00+00,414,406,331,266,177,123,44,56,NL
-57.9246539,48.9456777,256,d612c93c-cec6-4907-ae29-2236f66ae776,2021/09/28 17:01:28.367+00,phearns,2021/09/28 17:01:28.367+00,phearns,2021/09/28 14:30:00+00,416,406,332,269,179,129,44,56,NL
0,0,257,a918d511-e536-4146-9f8b-46b6df8662ad,2021/09/29 19:36:45.801+00,phearns,2021/09/29 19:36:45.801+00,phearns,2021/09/29 14:30:00+00,417,407,335,269,181,138,44,56,NL
0,0,258,50429334-cc4b-431c-8a86-72a638a68a16,2021/10/01 17:08:07.007+00,phearns,2021/10/01 17:08:07.007+00,phearns,2021/10/01 14:30:00+00,425,413,338,277,186,149,45,55,NL
-52.807247,47.5007075,259,ba4e5b5e-d965-4a4d-8793-df7dc50a0ba0,2021/10/02 17:00:51.948+00,phearns,2021/10/02 17:00:51.948+00,phearns,2021/10/02 14:30:00+00,426,415,339,277,189,150,45,55,NL
-52.807223,47.5007109,260,642e8b72-2a92-45fe-aeec-307f76796ad6,2021/10/03 16:38:36.815+00,phearns,2021/10/03 16:38:36.815+00,phearns,2021/10/03 14:30:00+00,428,416,341,277,189,153,45,55,NL
0,0,261,b0319d2e-2121-46cd-975a-d8ae8fad9d21,2021/10/04 16:34:24.361+00,phearns,2021/10/04 16:34:24.361+00,phearns,2021/10/04 14:30:00+00,429,419,344,282,189,156,45,55,NL
0,0,262,42888841-600e-435b-bdb9-ca5055c37f97,2021/10/05 16:35:48.779+00,phearns,2021/10/05 16:35:48.779+00,phearns,2021/10/05 14:30:00+00,430,420,345,283,190,156,45,55,NL
0,0,263,b56f1e84-0a69-4261-bcb0-9dccbef3f923,2021/10/06 17:36:11.586+00,phearns,2021/10/06 17:36:11.586+00,phearns,2021/10/06 14:30:00+00,433,423,345,283,192,157,45,55,NL
0,0,264,c6b76645-eb33-4d09-825c-7246faed57fa,2021/10/07 17:20:24.841+00,phearns,2021/10/07 17:20:24.841+00,phearns,2021/10/07 14:30:00+00,433,425,346,284,194,158,45,55,NL
0,0,265,4e7175dd-ad00-4f99-91ce-e1a243ed6ebf,2021/10/08 16:41:20.369+00,phearns,2021/10/08 16:41:20.369+00,phearns,2021/10/08 14:30:00+00,433,426,348,286,197,158,45,55,NL
0,0,266,60553146-0cdf-4d20-bff3-ffae08f1b4b6,2021/10/12 16:45:05.138+00,phearns,2021/10/12 16:45:05.138+00,phearns,2021/10/12 14:30:00+00,435,431,349,291,203,160,45,55,NL
0,0,267,07935800-91e7-4dac-8d01-a56e72e518f8,2021/10/13 16:41:18.365+00,phearns,2021/10/13 16:41:18.365+00,phearns,2021/10/13 14:30:00+00,437,432,350,291,203,160,45,55,NL
0,0,268,bd5a4e7f-d71d-41fd-9df8-677c738153f6,2021/10/14 16:43:51.161+00,phearns,2021/10/14 16:43:51.161+00,phearns,2021/10/14 14:30:00+00,437,432,350,293,205,160,45,55,NL
0,0,269,f408e3a1-3a2f-4d38-9eae-714ec10631e9,2021/10/15 17:08:47.402+00,phearns,2021/10/15 17:08:47.402+00,phearns,2021/10/15 14:30:00+00,437,433,351,295,205,160,45,55,NL
0,0,270,4f905aac-7c56-43d8-8aba-e61f9eac9781,2021/10/18 16:52:43.685+00,phearns,2021/10/18 16:52:43.685+00,phearns,2021/10/18 14:30:00+00,437,434,354,295,209,160,45,55,NL
-52.7671856,47.5554074,271,80da59b7-713e-4f78-b660-b52558ef176d,2021/10/20 15:01:51.918+00,phearns,2021/10/20 15:01:51.918+00,phearns,2021/10/20 14:30:00+00,443,435,354,297,209,160,45,55,NL
0,0,272,a8a9329d-fcc9-485b-be63-269ebc1498ea,2021/10/22 16:32:37.354+00,phearns,2021/10/22 16:32:37.354+00,phearns,2021/10/22 14:30:00+00,466,439,355,297,210,161,45,55,NL
-52.8072644,47.5007613,273,9ae68237-9593-47db-94a9-89aefc02a51c,2021/10/25 16:50:15.406+00,phearns,2021/10/25 16:50:15.406+00,phearns,2021/10/25 14:30:00+00,488,445,356,300,212,163,45,55,NL
0,0,274,b094d2ea-231b-4be8-bdbb-7b1ab7d25561,2021/10/27 17:06:15.326+00,phearns,2021/10/27 17:07:25.204+00,phearns,2021/10/27 14:30:00+00,495,449,358,302,217,163,46,54,NL
0,0,275,418d3f3b-c296-46b3-a45f-9fe4072cf56b,2021/10/29 16:30:57.606+00,phearns,2021/10/29 16:30:57.606+00,phearns,2021/10/29 14:30:00+00,498,452,358,303,217,164,46,54,NL
0,0,276,3d325816-84fc-403f-93a0-bce7663618c4,2021/11/01 17:05:51.179+00,phearns,2021/11/01 17:05:51.179+00,phearns,2021/11/01 14:30:00+00,499,452,358,304,217,164,46,54,NL
0,0,277,63cc55a1-f90a-4500-ac1a-13fe9ae09530,2021/11/03 16:53:58.890+00,phearns,2021/11/03 16:53:58.890+00,phearns,2021/11/03 14:30:00+00,500,452,358,304,217,164,46,54,NL
0,0,278,930ac115-d927-4e9f-9c0e-5adbfafbc23b,2021/11/05 17:05:20.701+00,phearns,2021/11/05 17:05:20.701+00,phearns,2021/11/05 14:30:00+00,502,453,359,307,217,165,46,54,NL
0,0,279,72cf69ec-d5aa-44e5-865c-c70c02a51307,2021/11/08 17:47:34.655+00,phearns,2021/11/08 17:47:34.655+00,phearns,2021/11/08 15:30:00+00,502,453,362,309,220,166,46,54,NL
0,0,280,7067a2a2-0a87-4f2b-96e3-683a625aba24,2021/11/10 17:52:48.167+00,phearns,2021/11/10 17:52:48.167+00,phearns,2021/11/10 15:30:00+00,504,453,362,311,221,168,46,54,NL
0,0,281,bd408a30-814b-412e-8589-0da097579484,2021/11/12 17:35:38.601+00,phearns,2021/11/12 17:35:38.601+00,phearns,2021/11/12 15:30:00+00,505,454,363,311,224,168,46,54,NL
0,0,282,2dc3de86-313d-4452-8a87-8b8c4314d85b,2021/11/15 17:44:38.135+00,phearns,2021/11/15 17:44:38.135+00,phearns,2021/11/15 15:30:00+00,506,454,363,311,225,168,46,54,NL
0,0,283,8d6c873b-122e-49fd-b666-622c37faec8e,2021/11/17 18:27:12.060+00,phearns,2021/11/17 18:27:12.060+00,phearns,2021/11/17 15:30:00+00,506,454,365,312,225,169,46,54,NL
0,0,284,db80c836-215b-4d0a-9411-77b94fb70b91,2021/11/19 17:36:16.197+00,phearns,2021/11/19 17:36:16.197+00,phearns,2021/11/19 15:30:00+00,506,455,367,312,226,169,46,54,NL
0,0,285,8b112f6f-3a1c-4696-8413-f842c6af758a,2021/11/22 17:40:47.803+00,phearns,2021/11/22 17:40:47.803+00,phearns,2021/11/22 15:30:00+00,507,456,367,312,226,170,46,54,NL
0,0,286,c58cba1c-aaea-452a-ab43-68d239201746,2021/11/24 18:23:32.512+00,phearns,2021/11/24 18:23:32.512+00,phearns,2021/11/24 15:30:00+00,507,457,367,313,226,172,46,54,NL
-52.8072445,47.5007166,287,2aebfb02-1c9e-42b7-883f-f1b7b656fc35,2021/11/26 20:36:58.671+00,phearns,2021/11/26 20:36:58.671+00,phearns,2021/11/26 15:30:00+00,507,460,367,313,228,173,46,54,NL
0,0,288,e0e0e8f8-9fd3-4e67-9e57-6952e177ee2f,2021/11/29 17:32:15.293+00,phearns,2021/11/29 17:32:15.293+00,phearns,2021/11/29 15:30:00+00,511,463,369,313,228,173,46,54,NL
0,0,289,8e6d8b72-ef90-4bea-ad15-663e4562baf3,2021/12/01 18:12:42.035+00,phearns,2021/12/01 18:12:42.035+00,phearns,2021/12/01 15:30:00+00,511,463,369,314,229,173,46,54,NL
0,0,290,58fb3176-a073-4f99-8ae5-1aacdc5e28d5,2021/12/03 18:09:06.318+00,andreweaton,2021/12/03 18:09:06.318+00,andreweaton,2021/12/03 18:06:33.811+00,511,464,370,317,229,173,46,54,NL
0,0,291,da817b81-7244-4fdd-aebf-708b0c24bc4f,2021/12/07 12:17:32.524+00,andreweaton,2021/12/07 12:17:32.524+00,andreweaton,2021/12/06 15:30:00+00,511,464,371,318,230,177,46,54,NL
0,0,292,c6c179f1-c7d3-4162-8b7b-6b26cace2e71,2021/12/08 18:41:57.707+00,andreweaton,2021/12/14 15:23:44.489+00,andreweaton,2021/12/08 18:40:45.548+00,512,464,371,318,234,117,46,54,NL
0,0,293,ce7f5bc1-504c-4aad-9542-e2da331183b5,2021/12/10 18:06:49.526+00,andreweaton,2021/12/14 15:24:18.847+00,andreweaton,2021/12/10 18:06:41.832+00,512,464,371,319,235,177,46,54,NL
0,0,294,3deb6b1d-3eae-4e1a-9153-7c42f9cd7d29,2021/12/13 19:35:38.363+00,andreweaton,2021/12/13 19:35:38.363+00,andreweaton,2021/12/13 19:35:31.496+00,517,472,373,319,235,177,46,54,NL
0,0,295,d8fc3924-a52e-45bd-8ed2-1cf0e760b7f1,2021/12/15 19:07:55.293+00,andreweaton,2021/12/15 19:07:55.293+00,andreweaton,2021/12/15 19:06:10.077+00,521,475,374,322,237,177,46,54,NL
0,0,296,73a5ef03-529d-4cbb-8b21-31eeeee99095,2021/12/17 19:21:37.314+00,andreweaton,2021/12/17 19:21:37.314+00,andreweaton,2021/12/17 19:20:20.612+00,538,493,380,326,238,177,54,46,NL
0,0,297,3a2db825-e4a8-460b-9a1e-0dea9ebf8661,2021/12/19 19:15:29.838+00,andreweaton,2021/12/19 19:15:29.838+00,andreweaton,2021/12/19 15:30:00+00,550,522,386,337,241,177,46,54,NL
0,0,298,eb0f16f2-758c-41b8-8680-50fe1d69a379,2021/12/20 19:32:58.926+00,andreweaton,2021/12/20 19:32:58.926+00,andreweaton,2021/12/20 19:28:41.385+00,557,536,388,337,244,178,54,46,NL
0,0,299,3c30ee85-032a-4d60-ac10-7b475b54f455,2021/12/21 19:25:12.606+00,andreweaton,2021/12/21 19:25:12.606+00,andreweaton,2021/12/21 19:24:14.326+00,566,544,390,339,248,180,46,54,NL
0,0,300,2f02c9e8-d084-442d-9190-01daf8374b06,2021/12/22 15:57:34.005+00,andreweaton,2021/12/22 15:57:34.005+00,andreweaton,2021/12/22 15:04:37.184+00,578,571,396,346,254,182,46,54,NL
0,0,301,f10b2644-2ade-439b-b27d-5d9845ed9936,2021/12/23 18:24:26.501+00,andreweaton,2021/12/23 18:24:26.501+00,andreweaton,2021/12/23 17:25:57.615+00,587,627,406,364,259,184,46,54,NL
0,0,302,8eeb7f15-549b-448d-9fc3-b6daf8c69609,2021/12/24 18:13:00.696+00,andreweaton,2021/12/24 18:13:00.696+00,andreweaton,2021/12/24 18:12:17.320+00,603,668,417,370,267,187,46,54,NL
0,0,303,ed9353ab-a552-4e4a-8d2c-1b723b9a6854,2021/12/29 20:05:43.254+00,andreweaton,2021/12/29 20:05:43.254+00,andreweaton,2021/12/29 20:04:07.492+00,776,1073,521,469,320,216,47,53,NL
0,0,304,5e6763b6-2946-44af-a4e1-a064ce3233cd,2021/12/30 19:42:49.670+00,andreweaton,2021/12/30 19:42:49.670+00,andreweaton,2021/12/30 19:11:38.831+00,841,1200,581,527,345,230,48,52,NL
0,0,305,d626b4fc-cca0-4ceb-a919-b7a402e4a0fa,2021/12/31 19:59:54.200+00,andreweaton,2021/12/31 19:59:54.200+00,andreweaton,2021/12/31 19:47:01.353+00,908,1358,643,599,388,259,48,52,NL
