X,Y,objectid,globalid,prov,regional_health_authority,date_updated,total_number_of_cases,new_cases,currently_hospitalized,current_in_icu,total_number_recovered,total_number_of_deaths,active_cases,total_people_tested,Population,CasesPer10KPop,CreationDate,Creator,EditDate,Editor
0.0,0.0,1882,{AE596220-7877-4DCF-B1DE-A4C6E42DA6EA},NL,eastern_rha,2021/08/09 16:18:59+00,1102,0,2,2,1085,6,4,176466,3.1313,351.930508095679,2021/08/09 16:39:08+00,phearns,2021/08/09 16:39:08+00,phearns
0.0,0.0,1883,{D469DE64-96C0-40EC-B1AD-070677097F5B},NL,central_rha,2021/08/09 16:20:00+00,163,0,0,0,162,0,1,36167,0.9276,175.722294092281,2021/08/09 16:39:08+00,phearns,2021/08/09 16:39:08+00,phearns
0.0,0.0,1884,{4DE40ACD-BDF3-4B4B-A3ED-9468D08E589B},NL,western_rha,2021/08/09 16:20:00+00,164,0,0,0,162,1,1,39452,0.7734,212.050685285751,2021/08/09 16:39:08+00,phearns,2021/08/09 16:39:08+00,phearns
0.0,0.0,1885,{E55531FC-DA9F-416F-948F-D23C0BCD114E},NL,labradorgrenfell_rha,2021/08/09 16:21:00+00,14,0,0,0,14,0,0,12461,0.4005,34.956304619226,2021/08/09 16:39:08+00,phearns,2021/08/09 16:39:08+00,phearns
-57.9246156999999,48.9457755000001,1886,{7CC60CB5-A295-4C93-A1E8-11C82F32006A},NL,eastern_rha,2021/08/11 16:14:00+00,1102,0,2,1,1085,6,4,176722,3.1313,351.930508095679,2021/08/11 16:38:35+00,phearns,2021/08/11 16:38:35+00,phearns
-57.9246155,48.9457744000001,1887,{75A43BA3-8316-491C-82FD-6923972AEBD2},NL,central_rha,2021/08/11 16:14:00+00,163,0,0,0,162,0,1,36242,0.9276,175.722294092281,2021/08/11 16:38:35+00,phearns,2021/08/11 16:38:35+00,phearns
-57.9246142,48.9457713,1888,{A151D1DC-8590-4623-8776-95C524C0C5CF},NL,western_rha,2021/08/11 16:15:00+00,164,0,0,0,163,1,0,39558,0.7734,212.050685285751,2021/08/11 16:38:36+00,phearns,2021/08/11 16:38:36+00,phearns
-57.9246163999999,48.9457699000001,1889,{CD0305AC-C80D-43A9-8E14-33A8C2430A87},NL,labradorgrenfell_rha,2021/08/11 16:15:00+00,14,0,0,0,14,0,0,12476,0.4005,34.956304619226,2021/08/11 16:38:36+00,phearns,2021/08/11 16:38:36+00,phearns
0.0,0.0,1890,{AF5A1D4E-10E7-4A45-967F-2802AE453C2A},NL,eastern_rha,2021/08/13 16:34:00+00,1105,3,1,1,1086,6,6,177004,3.1313,352.888576629515,2021/08/13 17:04:05+00,phearns,2021/08/13 17:04:05+00,phearns
0.0,0.0,1891,{9BA9C9E0-C098-479B-877E-309423D3956F},NL,central_rha,2021/08/13 16:44:59+00,163,0,0,0,163,0,0,36303,0.9276,175.722294092281,2021/08/13 17:04:05+00,phearns,2021/08/13 17:04:05+00,phearns
0.0,0.0,1892,{32C5C47F-86AF-491F-B1BB-7D75C19A3EE2},NL,western_rha,2021/08/13 16:46:00+00,164,0,0,0,163,1,0,39611,0.7734,212.050685285751,2021/08/13 17:04:06+00,phearns,2021/08/13 17:04:06+00,phearns
0.0,0.0,1893,{F621A498-D10B-4FD4-9A59-8CAD82150DCE},NL,labradorgrenfell_rha,2021/08/13 16:46:00+00,15,1,0,0,14,0,1,12501,0.4005,37.4531835205992,2021/08/13 17:04:06+00,phearns,2021/08/13 17:04:06+00,phearns
0.0,0.0,1894,{F2A6E991-A44D-4105-A95B-6FB4BE61AC3A},NL,eastern_rha,2021/08/16 16:21:00+00,1108,3,1,1,1087,6,8,177341,3.1313,353.846645163351,2021/08/16 16:32:38+00,phearns,2021/08/16 16:32:38+00,phearns
0.0,0.0,1895,{64C303A4-1A6E-4E29-8FCE-CD0B798DA173},NL,central_rha,2021/08/16 16:21:00+00,163,0,0,0,163,0,0,36371,0.9276,175.722294092281,2021/08/16 16:32:39+00,phearns,2021/08/16 16:32:39+00,phearns
0.0,0.0,1896,{24177562-E06B-448F-8B98-A40456EC6637},NL,western_rha,2021/08/16 16:21:59+00,164,0,0,0,163,1,0,39674,0.7734,212.050685285751,2021/08/16 16:32:39+00,phearns,2021/08/16 16:32:39+00,phearns
0.0,0.0,1897,{638D1402-76C0-4C2D-B1CC-7EA95E24F60E},NL,labradorgrenfell_rha,2021/08/16 16:21:59+00,15,0,0,0,14,0,1,12522,0.4005,37.4531835205992,2021/08/16 16:32:39+00,phearns,2021/08/16 16:32:39+00,phearns
0.0,0.0,1898,{41EBA827-DF57-461D-9B58-098B8DDEF70A},NL,eastern_rha,2021/08/18 15:58:00+00,1114,6,0,0,1090,6,11,177662,3.1313,355.762782231022,2021/08/18 16:31:06+00,phearns,2021/08/18 16:31:06+00,phearns
0.0,0.0,1899,{33EAD974-E282-4AA3-818E-74B112ABF2D0},NL,central_rha,2021/08/18 15:58:00+00,163,0,0,0,163,0,0,36446,0.9276,175.722294092281,2021/08/18 16:31:07+00,phearns,2021/08/18 16:31:07+00,phearns
0.0,0.0,1900,{3B801293-A4F6-41A8-9454-95BFE6413B3B},NL,western_rha,2021/08/18 15:59:00+00,164,0,0,0,163,1,0,39752,0.7734,212.050685285751,2021/08/18 16:31:07+00,phearns,2021/08/18 16:31:07+00,phearns
0.0,0.0,1901,{85206C6E-C798-4621-9291-0DA1A5340759},NL,labradorgrenfell_rha,2021/08/18 15:59:00+00,15,0,0,0,14,0,1,12546,0.4005,37.4531835205992,2021/08/18 16:31:08+00,phearns,2021/08/18 16:31:08+00,phearns
0.0,0.0,1902,{44B05730-94B1-4E28-A2B6-ECEBCA2E5B6D},NL,eastern_rha,2021/08/20 16:11:00+00,1116,2,0,0,1090,6,13,178272,3.1313,356.401494586913,2021/08/20 16:34:13+00,phearns,2021/08/20 16:34:13+00,phearns
0.0,0.0,1903,{D08C1ED9-8856-43F8-BDC4-02523FDAE87E},NL,central_rha,2021/08/20 16:12:00+00,163,0,0,0,163,0,0,36514,0.9276,175.722294092281,2021/08/20 16:34:14+00,phearns,2021/08/20 16:34:14+00,phearns
0.0,0.0,1904,{5187C935-3D85-49F0-BDD0-DF844046A769},NL,western_rha,2021/08/20 16:12:00+00,164,0,0,0,163,1,0,39809,0.7734,212.050685285751,2021/08/20 16:34:14+00,phearns,2021/08/20 16:34:14+00,phearns
0.0,0.0,1905,{DD9E8BAE-E586-442C-8E0B-CBC6E5EC4319},NL,labradorgrenfell_rha,2021/08/20 16:12:00+00,15,0,0,0,14,0,1,12563,0.4005,37.4531835205992,2021/08/20 16:34:14+00,phearns,2021/08/20 16:34:14+00,phearns
-54.1530395,48.281915,1906,{219A28D2-A09C-4905-A358-908AFB918F67},NL,eastern_rha,2021/08/23 16:12:00+00,1117,1,0,0,1091,7,13,178732,3.1313,356.720850764858,2021/08/23 17:06:45+00,phearns,2021/08/23 17:06:45+00,phearns
-54.1530415999999,48.2819113,1907,{0A97CE75-8A22-4231-AC02-91665C4A669B},NL,central_rha,2021/08/23 16:12:59+00,163,0,0,0,163,0,0,36574,0.9276,175.722294092281,2021/08/23 17:06:46+00,phearns,2021/08/23 17:06:46+00,phearns
-54.1530422,48.2818985000001,1908,{E0D0313D-3E90-41BE-926C-F42A5D965CF1},NL,western_rha,2021/08/23 16:12:59+00,164,0,0,0,163,1,0,39875,0.7734,212.050685285751,2021/08/23 17:06:46+00,phearns,2021/08/23 17:06:46+00,phearns
-54.1530423999999,48.2818986,1909,{4EA9D1C3-9C94-4046-9C5F-FC7BD6EFC860},NL,labradorgrenfell_rha,2021/08/23 16:14:00+00,16,1,0,0,14,0,2,12587,0.4005,39.9500624219725,2021/08/23 17:06:47+00,phearns,2021/08/23 17:06:47+00,phearns
-52.7962582,47.4676777000001,1910,{22D2D6FC-72F6-4F67-82C6-BFA35A3198E0},NL,eastern_rha,2021/08/25 16:23:00+00,1119,2,0,0,1094,6,12,179200,3.1313,357.359563120749,2021/08/25 16:38:28+00,phearns,2021/08/25 16:38:28+00,phearns
-52.7962648,47.4676716000001,1911,{3B018E1B-793B-4FC0-A874-FFB6CBE35EF1},NL,central_rha,2021/08/25 16:24:00+00,163,0,0,0,163,0,0,36656,0.9276,175.722294092281,2021/08/25 16:38:28+00,phearns,2021/08/25 16:38:28+00,phearns
-52.7962608,47.4676663000001,1912,{0EAA5FD8-9235-4410-AC37-780BD0C0862A},NL,western_rha,2021/08/25 16:24:00+00,164,0,0,0,163,1,0,39977,0.7734,212.050685285751,2021/08/25 16:38:28+00,phearns,2021/08/25 16:38:28+00,phearns
-52.7962606,47.4676660000001,1913,{04CC2F84-8C86-4D61-A2BB-2E52B28015C5},NL,labradorgrenfell_rha,2021/08/25 16:25:00+00,16,0,0,0,15,0,1,12616,0.4005,39.9500624219725,2021/08/25 16:38:29+00,phearns,2021/08/25 16:38:29+00,phearns
-52.807173,47.5006904000001,1914,{8D38C1E9-04FA-4FCB-AA02-3B245D879B18},NL,eastern_rha,2021/08/27 16:28:59+00,1121,2,0,0,1100,6,8,179721,3.1313,357.998275476639,2021/08/27 16:42:01+00,phearns,2021/08/27 16:42:01+00,phearns
-52.8071758,47.5006925000001,1915,{6923F380-AB9B-47A3-843D-41EFC3BEB4C6},NL,central_rha,2021/08/27 16:30:00+00,164,1,0,0,163,0,1,36723,0.9276,176.800344976283,2021/08/27 16:42:02+00,phearns,2021/08/27 16:42:02+00,phearns
-52.8071765,47.5006940000001,1916,{134ADD2C-EBA6-40B8-BC13-413E3E64C5D1},NL,western_rha,2021/08/27 16:30:00+00,165,1,0,0,163,1,1,40051,0.7734,213.343677269201,2021/08/27 16:42:02+00,phearns,2021/08/27 16:42:02+00,phearns
-52.8071765999999,47.5006941,1917,{953E72F9-E57F-49E3-84D1-EF9BFDAAA860},NL,labradorgrenfell_rha,2021/08/27 16:31:00+00,19,3,0,0,15,0,4,12647,0.4005,47.4406991260924,2021/08/27 16:42:02+00,phearns,2021/08/27 16:42:02+00,phearns
-56.0950642,49.1854411,1918,{FFEF579C-FD36-4BEB-9BBD-77EE819574A5},NL,eastern_rha,2021/08/30 17:16:00+00,1122,1,0,0,1102,6,7,180913,3.1313,358.317631654584,2021/08/30 17:18:10+00,phearns,2021/08/30 17:18:10+00,phearns
-56.0950606,49.1854389000001,1919,{A40FD6EC-4B7B-42AC-A6A7-1F1C438E81BB},NL,central_rha,2021/08/30 17:16:00+00,165,1,0,0,163,0,2,36802,0.9276,177.878395860285,2021/08/30 17:18:10+00,phearns,2021/08/30 17:18:10+00,phearns
-56.0950587999999,49.185438,1920,{022FC453-824C-4FFE-AD3E-8BC8619C57D3},NL,western_rha,2021/08/30 17:16:59+00,172,7,0,0,163,1,8,40250,0.7734,222.394621153349,2021/08/30 17:18:11+00,phearns,2021/08/30 17:18:11+00,phearns
-56.0950559999999,49.1854359000001,1921,{2BE7C0E9-EA5E-4094-8F87-588DCF2E6E6B},NL,labradorgrenfell_rha,2021/08/30 17:16:59+00,19,0,0,0,15,0,4,12683,0.4005,47.4406991260924,2021/08/30 17:18:12+00,phearns,2021/08/30 17:18:12+00,phearns
0.0,0.0,1922,{41A00BC1-21EB-41B4-8EFB-7748343A2C45},NL,eastern_rha,2021/09/01 16:28:00+00,1127,5,0,0,1103,6,11,181494,3.1313,359.914412544311,2021/09/01 16:32:08+00,phearns,2021/09/01 16:32:08+00,phearns
0.0,0.0,1923,{7B71573E-EF7B-4928-A897-75C11B6C4152},NL,central_rha,2021/09/01 16:28:00+00,166,1,0,0,163,0,3,37110,0.9276,178.956446744286,2021/09/01 16:32:08+00,phearns,2021/09/01 16:32:08+00,phearns
0.0,0.0,1924,{DBF21D04-10C7-4D0D-BE40-C24853B7B2BD},NL,western_rha,2021/09/01 16:28:00+00,174,2,0,0,163,1,10,40571,0.7734,224.980605120248,2021/09/01 16:32:09+00,phearns,2021/09/01 16:32:09+00,phearns
0.0,0.0,1925,{ED19401F-9E11-4C35-9257-27A52413D80C},NL,labradorgrenfell_rha,2021/09/01 16:28:59+00,19,0,0,0,16,0,3,12734,0.4005,47.4406991260924,2021/09/01 16:32:09+00,phearns,2021/09/01 16:32:09+00,phearns
0.0,0.0,1926,{C153D199-322C-491F-A525-3E8C4D3B10E6},NL,eastern_rha,2021/09/03 16:37:00+00,1130,3,0,0,1106,6,11,182623,3.1313,360.872481078146,2021/09/03 16:38:45+00,phearns,2021/09/03 16:38:45+00,phearns
0.0,0.0,1927,{686D380C-C38B-4AC4-B320-5EBEE6067E62},NL,central_rha,2021/09/03 16:37:00+00,167,1,0,0,163,0,4,37374,0.9276,180.034497628288,2021/09/03 16:38:45+00,phearns,2021/09/03 16:38:45+00,phearns
0.0,0.0,1928,{CD6E0E08-F4E7-4227-9DDE-09AFD5CFCA8E},NL,western_rha,2021/09/03 16:38:00+00,175,1,0,0,163,1,11,41040,0.7734,226.273597103698,2021/09/03 16:38:46+00,phearns,2021/09/03 16:38:46+00,phearns
0.0,0.0,1929,{621619FA-EADD-4857-977F-29CCD4E7F7C5},NL,labradorgrenfell_rha,2021/09/03 16:38:00+00,19,0,0,0,16,0,3,12793,0.4005,47.4406991260924,2021/09/03 16:38:46+00,phearns,2021/09/03 16:38:46+00,phearns
0.0,0.0,1930,{380B6EDF-2DEA-47C1-8021-A2C94C58C0E1},NL,eastern_rha,2021/09/06 20:58:59+00,1138,8,1,1,1110,6,15,184221,3.1313,363.427330501709,2021/09/06 22:08:42+00,phearns,2021/09/06 22:08:42+00,phearns
0.0,0.0,1931,{BA6EB844-7CB1-40A6-918A-A49B3416759B},NL,central_rha,2021/09/06 21:00:00+00,168,1,0,0,163,0,5,37529,0.9276,181.11254851229,2021/09/06 22:08:42+00,phearns,2021/09/06 22:08:42+00,phearns
0.0,0.0,1932,{E5A5DD9D-67D2-457D-A762-06FD8F9ECC6F},NL,western_rha,2021/09/06 21:01:00+00,178,3,0,0,167,1,10,41232,0.7734,230.152573054047,2021/09/06 22:08:43+00,phearns,2021/09/06 22:08:43+00,phearns
0.0,0.0,1933,{43EFFDA9-61C5-4754-9FA6-D018EB56BACA},NL,labradorgrenfell_rha,2021/09/06 21:01:59+00,22,3,0,0,19,0,3,12942,0.4005,54.9313358302122,2021/09/06 22:08:43+00,phearns,2021/09/06 22:08:43+00,phearns
0.0,0.0,1934,{FEC4EB3A-F32C-41FF-BEC7-47CDCEAAE964},NL,eastern_rha,2021/09/07 16:39:00+00,1138,0,1,0,1110,6,15,184848,3.1313,363.427330501709,2021/09/07 16:41:10+00,phearns,2021/09/07 16:41:10+00,phearns
0.0,0.0,1935,{759E3930-3937-4AD0-BC4A-18C746C88DC1},NL,central_rha,2021/09/07 16:39:00+00,168,0,0,0,165,0,3,37603,0.9276,181.11254851229,2021/09/07 16:41:10+00,phearns,2021/09/07 16:41:10+00,phearns
0.0,0.0,1936,{4B06E3EB-7EA7-45A6-8164-01EF27A82B2E},NL,western_rha,2021/09/07 16:40:00+00,178,0,0,0,168,1,9,41406,0.7734,230.152573054047,2021/09/07 16:41:11+00,phearns,2021/09/07 16:41:11+00,phearns
0.0,0.0,1937,{A371E979-C755-4C91-9E35-F4BF23B2B717},NL,labradorgrenfell_rha,2021/09/07 16:40:00+00,27,5,0,0,19,0,8,13098,0.4005,67.4157303370786,2021/09/07 16:41:11+00,phearns,2021/09/07 16:41:11+00,phearns
0.0,0.0,1938,{A385D86D-A8EE-4F26-9744-B87B205B6B41},NL,eastern_rha,2021/09/08 15:58:00+00,1141,3,1,0,1111,6,17,185382,3.1313,364.385399035544,2021/09/08 16:37:08+00,phearns,2021/09/08 16:37:08+00,phearns
0.0,0.0,1939,{90224DFB-E7AA-45CF-9CC7-49A144309DFB},NL,central_rha,2021/09/08 15:58:00+00,168,0,0,0,166,0,2,37718,0.9276,181.11254851229,2021/09/08 16:37:08+00,phearns,2021/09/08 16:37:08+00,phearns
0.0,0.0,1940,{2A66B79B-CE14-4EE5-977C-B0887ECD475E},NL,western_rha,2021/09/08 15:59:00+00,180,2,0,0,170,1,9,41641,0.7734,232.738557020946,2021/09/08 16:37:08+00,phearns,2021/09/08 16:37:08+00,phearns
0.0,0.0,1941,{2F040604-A3AE-4142-A8AB-0EC7855A4DD9},NL,labradorgrenfell_rha,2021/09/08 15:59:00+00,31,4,0,0,19,0,12,13260,0.4005,77.4032459425718,2021/09/08 16:37:08+00,phearns,2021/09/08 16:37:08+00,phearns
0.0,0.0,1942,{FF189857-00A6-43A3-A527-8F6A2FE7C6BC},NL,eastern_rha,2021/09/10 16:47:00+00,1150,9,0,0,1114,6,23,186635,3.1313,367.259604637052,2021/09/10 16:49:00+00,phearns,2021/09/10 16:49:00+00,phearns
0.0,0.0,1943,{41B5EE23-21C1-41E9-9A4E-FB8E29CB9AE4},NL,central_rha,2021/09/10 16:47:00+00,168,0,0,0,166,0,2,37863,0.9276,181.11254851229,2021/09/10 16:49:01+00,phearns,2021/09/10 16:49:01+00,phearns
0.0,0.0,1944,{E4E9862A-B63F-49E0-BEF2-4344303F4931},NL,western_rha,2021/09/10 16:47:59+00,180,0,0,0,174,1,5,42036,0.7734,232.738557020946,2021/09/10 16:49:01+00,phearns,2021/09/10 16:49:01+00,phearns
0.0,0.0,1945,{227D8BED-758E-4973-9022-95A1A3204014},NL,labradorgrenfell_rha,2021/09/10 16:47:59+00,34,3,1,0,19,0,15,13430,0.4005,84.8938826466916,2021/09/10 16:49:02+00,phearns,2021/09/10 16:49:02+00,phearns
0.0,0.0,1946,{E38F6BBA-CB97-41AF-8104-C34C73BDD562},NL,eastern_rha,2021/09/13 17:58:00+00,1158,8,0,0,1122,6,23,188334,3.1313,369.814454060614,2021/09/13 18:06:45+00,phearns,2021/09/13 18:06:45+00,phearns
0.0,0.0,1947,{D7A28320-60EE-43DF-80BB-BD41830119CF},NL,central_rha,2021/09/13 17:58:59+00,168,0,0,0,167,0,1,37943,0.9276,181.11254851229,2021/09/13 18:06:45+00,phearns,2021/09/13 18:06:45+00,phearns
0.0,0.0,1948,{E6479B0C-4CBF-4C38-9312-F8F3D621BB1C},NL,western_rha,2021/09/13 18:00:00+00,181,1,0,0,177,1,3,42267,0.7734,234.031549004396,2021/09/13 18:06:46+00,phearns,2021/09/13 18:06:46+00,phearns
0.0,0.0,1949,{ECB72936-0F81-45C6-8D99-4C3B9392C877},NL,labradorgrenfell_rha,2021/09/13 18:00:00+00,34,0,1,0,21,0,13,13582,0.4005,84.8938826466916,2021/09/13 18:06:46+00,phearns,2021/09/13 18:06:46+00,phearns
0.0,0.0,1950,{FB1BF7B4-41F9-4200-9BBA-6C038CA2A78A},NL,eastern_rha,2021/09/15 16:47:00+00,1160,2,0,0,1122,6,25,189556,3.1313,370.453166416504,2021/09/15 16:48:43+00,phearns,2021/09/15 16:48:43+00,phearns
0.0,0.0,1951,{F4918B94-0863-4C1D-BE46-DF1008CA3049},NL,central_rha,2021/09/15 16:47:00+00,171,3,0,0,168,0,3,38193,0.9276,184.346701164295,2021/09/15 16:48:43+00,phearns,2021/09/15 16:48:43+00,phearns
0.0,0.0,1952,{8C38B080-FA4E-42C8-A6B0-38AA2A8DACFD},NL,western_rha,2021/09/15 16:47:59+00,182,1,0,0,177,1,4,42517,0.7734,235.324540987846,2021/09/15 16:48:43+00,phearns,2021/09/15 16:48:43+00,phearns
0.0,0.0,1953,{289EDE51-D8DB-4C80-818B-4F1B34BE182A},NL,labradorgrenfell_rha,2021/09/15 16:47:59+00,38,4,1,0,21,0,17,13719,0.4005,94.8813982521848,2021/09/15 16:48:44+00,phearns,2021/09/15 16:48:44+00,phearns
0.0,0.0,1954,{8208E5C9-2218-4E1E-9B0C-3D9BFEE2184D},NL,eastern_rha,2021/09/17 16:38:00+00,1162,2,0,0,1129,6,20,191259,3.1313,371.091878772395,2021/09/17 16:42:51+00,phearns,2021/09/17 16:42:51+00,phearns
0.0,0.0,1955,{C5CB7A98-749C-469E-8F55-8AD3FA2860A9},NL,labradorgrenfell_rha,2021/09/17 16:39:00+00,40,2,0,0,27,0,13,13832,0.4005,99.8751560549313,2021/09/17 16:42:51+00,phearns,2021/09/17 16:42:51+00,phearns
0.0,0.0,1956,{BC8D5702-EA0A-4F94-9E4A-61F110589634},NL,central_rha,2021/09/17 16:39:00+00,171,0,0,0,168,0,3,38362,0.9276,184.346701164295,2021/09/17 16:42:52+00,phearns,2021/09/17 16:42:52+00,phearns
0.0,0.0,1957,{1EDE78D8-B7A5-40ED-AB71-59A74025B248},NL,western_rha,2021/09/17 16:41:00+00,182,0,0,0,179,1,2,42872,0.7734,235.324540987846,2021/09/17 16:42:52+00,phearns,2021/09/17 16:42:52+00,phearns
0.0,0.0,1958,{C965733D-4B2D-4DCF-967E-392BE3617E12},NL,eastern_rha,2021/09/20 16:40:00+00,1166,4,0,0,1132,6,21,193596,3.1313,372.369303484176,2021/09/20 16:42:27+00,phearns,2021/09/20 16:42:27+00,phearns
0.0,0.0,1959,{43C8489D-C431-459A-98AF-95079B9CDED9},NL,central_rha,2021/09/20 16:41:00+00,182,11,0,0,168,0,14,38642,0.9276,196.205260888314,2021/09/20 16:42:27+00,phearns,2021/09/20 16:42:27+00,phearns
0.0,0.0,1960,{EB1818B8-4923-4259-9899-94A569110097},NL,western_rha,2021/09/20 16:41:00+00,182,0,0,0,180,1,1,43203,0.7734,235.324540987846,2021/09/20 16:42:28+00,phearns,2021/09/20 16:42:28+00,phearns
0.0,0.0,1961,{CD81D187-E7A5-49FF-9ACE-BC770C0C89D2},NL,labradorgrenfell_rha,2021/09/20 16:42:00+00,40,0,1,0,30,0,10,13929,0.4005,99.8751560549313,2021/09/20 16:42:28+00,phearns,2021/09/20 16:42:28+00,phearns
0.0,0.0,1962,{479FB04A-C7B5-4CFE-B62D-4CF1283899A7},NL,eastern_rha,2021/09/21 16:15:59+00,1168,2,0,0,1136,6,19,194552,3.1313,373.008015840066,2021/09/21 18:43:46+00,phearns,2021/09/21 18:43:46+00,phearns
0.0,0.0,1963,{24219122-3420-46A6-9B9A-2ECD05707285},NL,central_rha,2021/09/21 16:17:00+00,196,14,0,0,168,0,28,39008,0.9276,211.297973264338,2021/09/21 18:43:46+00,phearns,2021/09/21 18:43:46+00,phearns
0.0,0.0,1964,{55FE8DF1-5FB9-411E-943D-2A2B22AB5A6A},NL,western_rha,2021/09/21 16:17:00+00,182,0,0,0,180,1,1,43306,0.7734,235.324540987846,2021/09/21 18:43:46+00,phearns,2021/09/21 18:43:46+00,phearns
0.0,0.0,1965,{2121B871-1260-43EA-B58F-06F5A6BA90AA},NL,labradorgrenfell_rha,2021/09/21 16:18:00+00,40,0,0,0,31,0,9,13958,0.4005,99.8751560549313,2021/09/21 18:43:47+00,phearns,2021/09/21 18:43:47+00,phearns
0.0,0.0,1966,{0B644199-5559-415B-8FE4-02B255CB5674},NL,eastern_rha,2021/09/22 17:02:00+00,1168,0,0,0,1139,6,16,195490,3.1313,373.008015840066,2021/09/22 17:06:19+00,phearns,2021/09/22 17:06:19+00,phearns
0.0,0.0,1967,{F9113A2F-3997-4174-A012-B8796F63189B},NL,central_rha,2021/09/22 17:02:00+00,217,21,1,1,168,0,49,39545,0.9276,233.937041828374,2021/09/22 17:06:20+00,phearns,2021/09/22 17:06:20+00,phearns
0.0,0.0,1968,{EF520C06-ED5A-420A-A5C4-34AAC5D35898},NL,western_rha,2021/09/22 17:03:00+00,184,2,0,0,180,1,3,43439,0.7734,237.910524954745,2021/09/22 17:06:20+00,phearns,2021/09/22 17:06:20+00,phearns
0.0,0.0,1969,{34241609-7A80-464A-909D-3CAB22D094DB},NL,labradorgrenfell_rha,2021/09/22 17:03:00+00,40,0,0,0,31,0,9,14007,0.4005,99.8751560549313,2021/09/22 17:06:20+00,phearns,2021/09/22 17:06:20+00,phearns
0.0,0.0,1970,{901B0491-CAF8-4FA3-AACD-FF7BAC2D2468},NL,eastern_rha,2021/09/24 15:53:00+00,1171,3,0,0,1145,6,13,197436,3.1313,373.966084373902,2021/09/24 16:37:37+00,phearns,2021/09/24 16:37:37+00,phearns
0.0,0.0,1971,{3AB8D4A8-6D12-4C3C-A6B1-481428028CCC},NL,central_rha,2021/09/24 15:53:00+00,256,39,2,2,171,0,85,40494,0.9276,275.981026304442,2021/09/24 16:37:37+00,phearns,2021/09/24 16:37:37+00,phearns
0.0,0.0,1972,{3839E146-2D0C-494A-AC7F-9E992431BA4D},NL,western_rha,2021/09/24 15:54:00+00,187,3,0,0,181,1,5,43759,0.7734,241.789500905094,2021/09/24 16:37:38+00,phearns,2021/09/24 16:37:38+00,phearns
0.0,0.0,1973,{44FE30F7-8FEC-439E-9993-A577D4FF2969},NL,labradorgrenfell_rha,2021/09/24 15:54:00+00,40,0,0,0,34,0,6,14098,0.4005,99.8751560549313,2021/09/24 16:37:38+00,phearns,2021/09/24 16:37:38+00,phearns
0.0,0.0,1974,{968882E4-286E-40B6-B0A9-BBF1A7EA6C37},NL,eastern_rha,2021/09/25 15:51:00+00,1171,0,0,0,1148,6,10,198341,3.1313,373.966084373902,2021/09/25 16:38:59+00,phearns,2021/09/25 16:38:59+00,phearns
0.0,0.0,1975,{70820010-F0BA-43E0-ACB0-48AAE4E16AE8},NL,central_rha,2021/09/25 15:52:00+00,270,14,2,2,172,0,98,41391,0.9276,291.073738680466,2021/09/25 16:38:59+00,phearns,2021/09/25 16:38:59+00,phearns
0.0,0.0,1976,{69E2101F-1C52-46EB-AA96-606B3FD60D73},NL,western_rha,2021/09/25 15:52:00+00,187,0,0,0,181,1,5,44023,0.7734,241.789500905094,2021/09/25 16:39:00+00,phearns,2021/09/25 16:39:00+00,phearns
0.0,0.0,1977,{8CFEDA7C-0F40-443E-889E-49C6648EA095},NL,labradorgrenfell_rha,2021/09/25 15:53:00+00,40,0,0,0,37,0,3,14150,0.4005,99.8751560549313,2021/09/25 16:39:00+00,phearns,2021/09/25 16:39:00+00,phearns
-57.9245662,48.9456952,1978,{E18F5A62-8510-45FD-B8E9-DA381CAC499C},NL,eastern_rha,2021/09/26 17:34:00+00,1171,0,0,0,1148,6,10,199715,3.1313,373.966084373902,2021/09/26 17:36:16+00,phearns,2021/09/26 17:36:16+00,phearns
-57.9245516,48.9456857000001,1979,{C24E7018-FB31-4DE6-A85C-6AE9C6164E4C},NL,central_rha,2021/09/26 17:34:00+00,293,24,2,2,177,0,116,42012,0.9276,315.868909012505,2021/09/26 17:36:16+00,phearns,2021/09/26 17:36:16+00,phearns
-57.9245442,48.945682,1980,{EBE4FE5D-76A2-49C0-B0F0-C303A84144DF},NL,western_rha,2021/09/26 17:35:00+00,188,0,0,0,181,1,6,44274,0.7734,243.082492888544,2021/09/26 17:36:17+00,phearns,2021/09/26 17:36:17+00,phearns
-57.9245759999999,48.9457062000001,1981,{74496CA8-1185-4E80-8B0A-1C2027DFFD5B},NL,labradorgrenfell_rha,2021/09/26 17:35:00+00,40,0,0,0,37,0,3,14177,0.4005,99.8751560549313,2021/09/26 17:36:17+00,phearns,2021/09/26 17:36:17+00,phearns
0.0,0.0,1982,{28E7E27B-7A92-4A0A-B326-BCBEE3AE7C56},NL,eastern_rha,2021/09/27 18:51:00+00,1174,3,0,0,1149,6,12,200453,3.1313,374.924152907738,2021/09/27 18:54:08+00,phearns,2021/09/27 18:54:08+00,phearns
0.0,0.0,1983,{B0F5C578-F58D-4D32-B498-F140C4D385D3},NL,central_rha,2021/09/27 18:52:00+00,315,22,3,0,179,1,135,42459,0.9276,339.586028460543,2021/09/27 18:54:08+00,phearns,2021/09/27 18:54:08+00,phearns
0.0,0.0,1984,{65FFFF0C-2175-4D1E-B329-7240D0DF26E4},NL,western_rha,2021/09/27 18:53:00+00,188,0,0,0,181,1,6,44402,0.7734,243.082492888544,2021/09/27 18:54:09+00,phearns,2021/09/27 18:54:09+00,phearns
