X,Y,objectid,globalid,prov,regional_health_authority,date_updated,total_number_of_cases,new_cases,currently_hospitalized,current_in_icu,total_number_recovered,total_number_of_deaths,active_cases,total_people_tested,Population,CasesPer10KPop,CreationDate,Creator,EditDate,Editor
-57.9248734299999,48.9456391800001,522,{C3C8DCEA-7797-46AE-934E-0F45C91D708C},NL,western_rha,2020/08/02 17:44:00+00,4,0,0,0,4,0,0,3464,7.414,0.539519827353655,2020/08/02 17:45:20+00,phearns,2020/08/02 17:45:20+00,phearns
-57.92487385,48.9456392100001,523,{BF2D04F6-5AF8-403D-BA2A-A8262B3CFD02},NL,central_rha,2020/08/02 17:44:00+00,11,0,0,0,8,0,3,3112,8.959,1.22781560442014,2020/08/02 17:45:20+00,phearns,2020/08/02 17:45:20+00,phearns
-57.92486511,48.94565478,524,{7ECA12BF-372F-4BED-B1C8-B490E2622D19},NL,eastern_rha,2020/08/02 17:42:59+00,245,0,0,0,241,3,1,17480,32.315,7.58161844344732,2020/08/02 17:45:20+00,phearns,2020/08/02 17:45:20+00,phearns
-57.9245069799999,48.9457319900001,525,{70D8613C-5989-4594-88D7-4CB5FB41022F},NL,labradorgrenfell_rha,2020/08/03 16:28:00+00,6,0,0,0,6,0,0,1276,3.605,1.66435506241331,2020/08/03 16:49:19+00,phearns,2020/08/03 16:49:19+00,phearns
-57.9245078399999,48.9457296300001,526,{1E3EAD03-58F1-4AD4-8757-099EB9CDADCD},NL,western_rha,2020/08/03 16:28:00+00,4,0,0,0,4,0,0,3465,7.414,0.539519827353655,2020/08/03 16:49:20+00,phearns,2020/12/10 11:52:49+00,phearns
-57.9245082799999,48.94572952,527,{FCF4E04F-A6B4-4590-8209-74ED98E7DFB1},NL,central_rha,2020/08/03 16:27:00+00,11,0,0,0,8,0,3,3121,8.959,1.22781560442014,2020/08/03 16:49:20+00,phearns,2020/08/03 16:49:20+00,phearns
-57.92451024,48.94572845,528,{12EF5096-F002-4CDF-814E-A591D02F76A7},NL,eastern_rha,2020/08/03 16:27:00+00,245,0,0,0,241,3,1,17590,32.315,7.58161844344732,2020/08/03 16:49:20+00,phearns,2020/08/03 16:49:20+00,phearns
-57.9245294899999,48.9457637400001,529,{BED9C49E-24D0-4DDF-BDA3-252EA1137C76},NL,labradorgrenfell_rha,2020/08/04 15:59:00+00,6,0,0,0,6,0,0,1284,3.605,1.66435506241331,2020/08/04 16:33:15+00,phearns,2020/08/04 16:33:15+00,phearns
-57.9244954599999,48.9457530700001,530,{7B94070D-1B11-43FA-A390-3DFB30E3CF89},NL,western_rha,2020/08/04 15:58:00+00,4,0,0,0,4,0,0,3505,7.414,0.539519827353655,2020/08/04 16:33:15+00,phearns,2020/08/04 16:33:15+00,phearns
-57.92449764,48.9457568500001,531,{295E33B4-4A94-48A2-AC52-29E49AF25D87},NL,central_rha,2020/08/04 15:58:00+00,11,0,0,0,8,0,3,3178,8.959,1.22781560442014,2020/08/04 16:33:16+00,phearns,2020/08/04 16:33:16+00,phearns
-57.9245060699999,48.9457782600001,532,{E0E70DE9-4E30-4D74-BB5A-B1B48B1C79CA},NL,eastern_rha,2020/08/04 15:56:59+00,245,0,0,0,242,3,0,17807,32.315,7.58161844344732,2020/08/04 16:33:16+00,phearns,2020/08/04 16:33:16+00,phearns
-57.9247114299999,48.9457835000001,533,{30F53A59-D5D1-4D70-B581-6B8A7E9823D7},NL,western_rha,2020/08/05 16:14:00+00,4,0,0,0,4,0,0,3544,7.414,0.539519827353655,2020/08/05 16:30:54+00,phearns,2020/08/05 16:30:54+00,phearns
-57.9247116999999,48.9457835700001,534,{B44B8EE3-BBD0-4F76-BE2B-8A7CE3D49614},NL,central_rha,2020/08/05 16:14:00+00,11,0,0,0,11,0,0,3222,8.959,1.22781560442014,2020/08/05 16:30:54+00,phearns,2020/08/05 16:30:54+00,phearns
-57.92471152,48.9457834200001,535,{3004D358-AF50-40AE-A32F-D9741F342372},NL,labradorgrenfell_rha,2020/08/05 16:15:00+00,6,0,0,0,6,0,0,1300,3.605,1.66435506241331,2020/08/05 16:30:55+00,phearns,2020/08/05 16:30:55+00,phearns
-57.9247130599999,48.9457838000001,536,{113D2DB8-361A-4996-9F28-95154BA89151},NL,eastern_rha,2020/08/05 16:14:00+00,245,0,0,0,242,3,0,17944,32.315,7.58161844344732,2020/08/05 16:30:55+00,phearns,2020/08/05 16:30:55+00,phearns
-57.92462241,48.9457737600001,537,{92282E78-1425-4425-AE4A-705FB1C738E9},NL,labradorgrenfell_rha,2020/08/06 15:51:00+00,6,0,0,0,6,0,0,1309,3.605,1.66435506241331,2020/08/06 16:35:12+00,phearns,2020/08/06 16:35:12+00,phearns
-57.92462201,48.9457731900001,538,{5EFCA002-D650-4A23-9214-8F532F7228B9},NL,western_rha,2020/08/06 15:49:59+00,4,0,0,0,4,0,0,3586,7.414,0.539519827353655,2020/08/06 16:35:13+00,phearns,2020/08/06 16:35:13+00,phearns
-57.9246163299999,48.94577235,539,{AC80E5F3-AF68-4626-9864-9E6329FA6DDA},NL,central_rha,2020/08/06 15:49:59+00,11,0,0,0,11,0,0,3259,8.959,1.22781560442014,2020/08/06 16:35:13+00,phearns,2020/08/06 16:35:13+00,phearns
-57.9246111099999,48.9457695200001,540,{18FDE78F-5AD4-49B5-8BA7-14CEAF1E2110},NL,eastern_rha,2020/08/06 15:49:00+00,245,0,0,0,242,3,0,18126,32.315,7.58161844344732,2020/08/06 16:35:13+00,phearns,2020/08/06 16:35:13+00,phearns
-57.9244702,48.9457122000001,541,{8F8B412E-F3D6-4542-9D39-2CB556946C7A},NL,labradorgrenfell_rha,2020/08/07 16:59:00+00,6,0,0,0,6,0,0,1324,3.605,1.66435506241331,2020/08/07 16:59:55+00,phearns,2020/08/07 16:59:55+00,phearns
-57.9244696,48.9457107000001,542,{08CB0B24-D2E8-41D6-B006-E173BE07D1D6},NL,western_rha,2020/08/07 16:59:00+00,4,0,0,0,4,0,0,3602,7.414,0.539519827353655,2020/08/07 16:59:56+00,phearns,2020/08/07 16:59:56+00,phearns
-57.9244676,48.9457092000001,543,{14E68B7E-6E50-4816-A426-679E6509E21A},NL,central_rha,2020/08/07 16:57:59+00,11,0,0,0,11,0,0,3277,8.959,1.22781560442014,2020/08/07 16:59:56+00,phearns,2020/08/07 16:59:56+00,phearns
-57.9244606,48.9456404000001,544,{BA55F050-21AE-47C3-B0DC-A39E90EFD012},NL,eastern_rha,2020/08/07 16:57:59+00,246,1,0,0,242,3,1,18276,32.315,7.61256382484914,2020/08/07 16:59:57+00,phearns,2020/08/07 16:59:57+00,phearns
-57.9245541999999,48.945722,545,{FAD591D2-BC2B-4CDF-A15E-C8B536A18AA3},NL,labradorgrenfell_rha,2020/08/08 16:15:00+00,6,0,0,0,6,0,0,1343,3.605,1.66435506241331,2020/08/08 16:32:41+00,phearns,2020/08/08 16:32:41+00,phearns
-57.9245547,48.9457217,546,{A3E66F98-F229-4D53-926B-A1012FDEEB75},NL,western_rha,2020/08/08 16:15:00+00,4,0,0,0,4,0,0,3650,7.414,0.539519827353655,2020/08/08 16:32:42+00,phearns,2020/08/08 16:32:42+00,phearns
-57.9245519,48.9457215,547,{40737ACF-FA18-46B5-9544-3D5FE35E91B2},NL,central_rha,2020/08/08 16:15:00+00,11,0,0,0,11,0,0,3292,8.959,1.22781560442014,2020/08/08 16:32:42+00,phearns,2020/08/08 16:32:42+00,phearns
-57.9245543,48.9457061000001,548,{E6A47E22-698F-4EC7-8C3E-69F41DE058B0},NL,eastern_rha,2020/08/08 16:14:00+00,246,0,0,0,242,3,1,18411,32.315,7.61256382484914,2020/08/08 16:32:43+00,phearns,2020/08/08 16:32:43+00,phearns
-57.9246314,48.9457652,549,{722C8AFF-B1E2-419A-B317-C3A5F2B36728},NL,labradorgrenfell_rha,2020/08/09 15:27:00+00,6,0,0,0,6,0,0,1344,3.605,1.66435506241331,2020/08/09 16:34:45+00,phearns,2020/08/09 16:34:45+00,phearns
-57.9246406999999,48.9457711000001,550,{21C152D7-7B5E-44ED-82A8-9E60C9A4AD18},NL,western_rha,2020/08/09 15:27:00+00,4,0,0,0,4,0,0,3689,7.414,0.539519827353655,2020/08/09 16:34:46+00,phearns,2020/08/09 16:34:46+00,phearns
-57.9246345999999,48.9457749000001,551,{DEDBB5A3-E5C9-4A17-98D4-B334648475FE},NL,central_rha,2020/08/09 15:26:00+00,11,0,0,0,11,0,0,3349,8.959,1.22781560442014,2020/08/09 16:34:46+00,phearns,2020/08/09 16:34:46+00,phearns
-57.9246337,48.9457827000001,552,{801318BF-9ED6-48AC-B929-853732F48407},NL,eastern_rha,2020/08/09 15:26:00+00,246,0,0,0,242,3,1,18524,32.315,7.61256382484914,2020/08/09 16:34:47+00,phearns,2020/08/09 16:34:47+00,phearns
0.0,0.0,553,{75CD2A16-930D-4CFE-8ACC-ED18D7C6D45C},NL,eastern_rha,2020/08/10 16:47:00+00,247,1,0,0,242,3,2,18640,32.315,7.64350920625097,2020/08/10 16:48:49+00,phearns,2020/08/10 16:48:49+00,phearns
0.0,0.0,554,{28323745-E731-40C0-8194-8ADD7FCFB472},NL,central_rha,2020/08/10 16:47:59+00,11,0,0,0,11,0,0,3354,8.959,1.22781560442014,2020/08/10 16:49:15+00,phearns,2020/08/10 16:49:15+00,phearns
0.0,0.0,555,{74D01B70-4C61-4D9B-81E0-0692B9FD8B08},NL,western_rha,2020/08/10 16:49:00+00,4,0,0,0,4,0,0,3707,7.414,0.539519827353655,2020/08/10 16:49:39+00,phearns,2020/08/10 16:49:39+00,phearns
0.0,0.0,556,{90069DC5-AD32-47F3-851C-D990887D11A0},NL,labradorgrenfell_rha,2020/08/10 16:49:00+00,6,0,0,0,6,0,0,1349,3.605,1.66435506241331,2020/08/10 16:50:00+00,phearns,2020/08/10 16:50:00+00,phearns
0.0,0.0,557,{3EF3516F-FA82-4BFD-89FD-FDBBBEA962BB},NL,eastern_rha,2020/08/11 17:07:59+00,247,0,0,0,242,3,2,18885,32.315,7.64350920625097,2020/08/11 17:08:35+00,phearns,2020/08/11 17:08:35+00,phearns
0.0,0.0,558,{E36867F5-7947-490C-804A-D7542B8124C5},NL,central_rha,2020/08/11 17:07:59+00,11,0,0,0,11,0,0,3381,8.959,1.22781560442014,2020/08/11 17:08:52+00,phearns,2020/08/11 17:08:52+00,phearns
0.0,0.0,559,{DAE5EFB0-F152-4C4D-80C1-A4762FD5799C},NL,western_rha,2020/08/11 17:07:59+00,4,0,0,0,4,0,0,3752,7.414,0.539519827353655,2020/08/11 17:09:08+00,phearns,2020/08/11 17:09:08+00,phearns
0.0,0.0,560,{38EB5AC8-C66D-4D3A-874C-BAF3E5A39F49},NL,labradorgrenfell_rha,2020/08/11 17:09:00+00,6,0,0,0,6,0,0,1361,3.605,1.66435506241331,2020/08/11 17:09:28+00,phearns,2020/08/11 17:09:28+00,phearns
0.0,0.0,561,{5C29F3BA-DC85-48E3-A958-A34F64F3D931},NL,labradorgrenfell_rha,2020/08/12 15:14:59+00,6,0,0,0,6,0,0,1370,3.605,1.66435506241331,2020/08/12 16:30:45+00,phearns,2020/08/12 16:30:45+00,phearns
0.0,0.0,562,{384D5D4D-E254-47CA-99EA-40E39AB5E163},NL,western_rha,2020/08/12 15:14:59+00,4,0,0,0,4,0,0,3789,7.414,0.539519827353655,2020/08/12 16:30:46+00,phearns,2020/08/12 16:30:46+00,phearns
0.0,0.0,563,{8C1D03D6-5339-4A6A-801A-89D3101530B6},NL,central_rha,2020/08/12 15:14:00+00,11,0,0,0,11,0,0,3460,8.959,1.22781560442014,2020/08/12 16:30:46+00,phearns,2020/08/12 16:30:46+00,phearns
0.0,0.0,564,{9CFC88C3-81B1-45EA-B7BE-E8A63F5EF790},NL,eastern_rha,2020/08/12 15:14:00+00,247,0,0,0,242,3,2,19049,32.315,7.64350920625097,2020/08/12 16:30:46+00,phearns,2020/08/12 16:30:46+00,phearns
0.0,0.0,565,{25A43BDA-2B32-4192-9AC9-37E707761A23},NL,labradorgrenfell_rha,2020/08/13 15:51:00+00,6,0,0,0,6,0,0,1384,3.605,1.66435506241331,2020/08/13 16:33:51+00,phearns,2020/08/13 16:33:51+00,phearns
0.0,0.0,566,{53FD950C-88CC-4F73-961D-6BA4FA7A6A89},NL,western_rha,2020/08/13 15:49:59+00,4,0,0,0,4,0,0,3791,7.414,0.539519827353655,2020/08/13 16:33:51+00,phearns,2020/08/13 16:33:51+00,phearns
0.0,0.0,567,{2C418E65-3DE4-4A75-829B-038FF8A8F66E},NL,central_rha,2020/08/13 15:49:59+00,11,0,0,0,11,0,0,3471,8.959,1.22781560442014,2020/08/13 16:33:51+00,phearns,2020/08/13 16:33:51+00,phearns
0.0,0.0,568,{153E54DB-BB38-4133-9B48-679793F97D40},NL,eastern_rha,2020/08/13 15:49:00+00,247,0,0,0,242,3,2,19265,32.315,7.64350920625097,2020/08/13 16:33:52+00,phearns,2020/08/13 16:33:52+00,phearns
0.0,0.0,569,{B7CB2BE0-C02A-46AB-83F8-0C7FE4ECAE59},NL,labradorgrenfell_rha,2020/08/14 15:45:00+00,6,0,0,0,6,0,0,1398,3.605,1.66435506241331,2020/08/14 16:36:36+00,phearns,2020/08/14 16:36:36+00,phearns
0.0,0.0,570,{E4270FBE-0558-4FA8-BC52-C9AB59242C81},NL,western_rha,2020/08/14 15:43:59+00,4,0,0,0,4,0,0,3826,7.414,0.539519827353655,2020/08/14 16:36:36+00,phearns,2020/08/14 16:36:36+00,phearns
0.0,0.0,571,{9AE07C92-1E15-4834-B41C-CE3B9C10F889},NL,central_rha,2020/08/14 15:43:59+00,11,0,0,0,11,0,0,3509,8.959,1.22781560442014,2020/08/14 16:36:37+00,phearns,2020/08/14 16:36:37+00,phearns
0.0,0.0,572,{3892C7F3-DF5E-4FFA-A714-A7332FDE2BCF},NL,eastern_rha,2020/08/14 15:43:59+00,247,0,0,0,242,3,2,19413,32.315,7.64350920625097,2020/08/14 16:36:37+00,phearns,2020/08/14 16:36:37+00,phearns
-57.9246664999999,48.9457512000001,573,{4F1BF930-B3CE-4E4B-BC67-E29A7B265B2F},NL,labradorgrenfell_rha,2020/08/15 16:47:59+00,6,0,0,0,6,0,0,1409,3.605,1.66435506241331,2020/08/15 16:49:06+00,phearns,2020/08/15 16:49:06+00,phearns
-57.9246666,48.9457536,574,{00BFDCB5-0D97-4FB5-8BAC-347982608D6E},NL,western_rha,2020/08/15 16:47:59+00,4,0,0,0,4,0,0,3827,7.414,0.539519827353655,2020/08/15 16:49:07+00,phearns,2020/08/15 16:49:07+00,phearns
-57.9246638,48.9457608000001,575,{21EB9932-01DC-478C-81E0-E880558209A7},NL,eastern_rha,2020/08/15 16:46:00+00,247,0,0,0,242,3,2,19524,32.315,7.64350920625097,2020/08/15 16:49:07+00,phearns,2020/08/15 16:49:07+00,phearns
-57.9246646,48.9457596,576,{347F463D-F292-47FB-8E74-0D11B0E10692},NL,central_rha,2020/08/15 16:47:00+00,11,0,0,0,11,0,0,3524,8.959,1.22781560442014,2020/08/15 16:49:07+00,phearns,2020/08/15 16:49:07+00,phearns
-57.9247218,48.9457012,577,{F82269B5-4EAE-4102-94BD-2C9928761520},NL,labradorgrenfell_rha,2020/08/16 17:00:59+00,6,0,0,0,6,0,0,1414,3.605,1.66435506241331,2020/08/16 17:01:31+00,phearns,2020/08/16 17:01:31+00,phearns
-57.9247217,48.945701,578,{C054CF52-19D4-42FC-8691-68456B9FCD9A},NL,western_rha,2020/08/16 17:00:00+00,4,0,0,0,4,0,0,3857,7.414,0.539519827353655,2020/08/16 17:01:32+00,phearns,2020/08/16 17:01:32+00,phearns
-57.9247248999999,48.9457005,579,{A8FBCD0E-F2D6-4DA1-B457-76DB06F9DDB1},NL,central_rha,2020/08/16 17:00:00+00,11,0,0,0,11,0,0,3578,8.959,1.22781560442014,2020/08/16 17:01:32+00,phearns,2020/08/16 17:01:32+00,phearns
-57.9247268,48.9457004000001,580,{61FEA364-2BCC-4C52-8744-BC0F4DC5D0B3},NL,eastern_rha,2020/08/16 16:59:00+00,247,0,0,0,242,3,2,19630,32.315,7.64350920625097,2020/08/16 17:01:33+00,phearns,2020/08/16 17:01:33+00,phearns
0.0,0.0,581,{EB44CE72-E667-4BBB-9C7B-04DF33AF4944},NL,labradorgrenfell_rha,2020/08/17 16:28:59+00,6,0,0,0,6,0,0,1414,3.605,1.66435506241331,2020/08/17 16:33:00+00,phearns,2020/08/17 16:33:00+00,phearns
0.0,0.0,582,{3CC0A997-4446-4C0B-BE78-3142CD2C8D91},NL,western_rha,2020/08/17 16:28:00+00,4,0,0,0,4,0,0,3918,7.414,0.539519827353655,2020/08/17 16:33:00+00,phearns,2020/08/17 16:33:00+00,phearns
0.0,0.0,583,{67867305-423F-4ED2-85AA-5C5DD1864731},NL,central_rha,2020/08/17 16:28:00+00,11,0,0,0,11,0,0,3598,8.959,1.22781560442014,2020/08/17 16:33:01+00,phearns,2020/08/17 16:33:01+00,phearns
0.0,0.0,584,{886F8FD0-38F1-4189-8BB5-8D0523EC8730},NL,eastern_rha,2020/08/17 16:28:00+00,247,0,0,0,242,3,2,19738,32.315,7.64350920625097,2020/08/17 16:33:01+00,phearns,2020/08/17 16:33:01+00,phearns
0.0,0.0,585,{5B9E7D8E-6B43-4DDF-9CD9-C4F03273E68B},NL,labradorgrenfell_rha,2020/08/18 15:59:59+00,6,0,0,0,6,0,0,1435,3.605,1.66435506241331,2020/08/18 16:31:17+00,phearns,2020/08/18 16:31:17+00,phearns
0.0,0.0,586,{8C1B9E00-A36C-4845-BC9A-668D34044D13},NL,western_rha,2020/08/18 15:59:59+00,4,0,0,0,4,0,0,3921,7.414,0.539519827353655,2020/08/18 16:31:17+00,phearns,2020/08/18 16:31:17+00,phearns
0.0,0.0,587,{F707AA72-38C1-4F82-A44D-DBF48C1055B1},NL,central_rha,2020/08/18 15:59:00+00,11,0,0,0,11,0,0,3598,8.959,1.22781560442014,2020/08/18 16:31:17+00,phearns,2020/08/18 16:31:17+00,phearns
0.0,0.0,588,{B6AD6DAA-C282-4119-BEDB-482FDBE68098},NL,eastern_rha,2020/08/18 15:59:00+00,247,0,0,0,242,3,2,19930,32.315,7.64350920625097,2020/08/18 16:31:18+00,phearns,2020/08/18 16:31:18+00,phearns
0.0,0.0,589,{97C34E5C-19BE-4B79-B7EE-4A2EA36BBFCB},NL,labradorgrenfell_rha,2020/08/19 16:28:59+00,6,0,0,0,6,0,0,1449,3.605,1.66435506241331,2020/08/19 16:31:43+00,phearns,2020/08/19 16:31:43+00,phearns
0.0,0.0,590,{7DDD3363-B739-48A7-A6C5-831888D3C0CB},NL,western_rha,2020/08/19 16:28:00+00,4,0,0,0,4,0,0,3970,7.414,0.539519827353655,2020/08/19 16:31:43+00,phearns,2020/08/19 16:31:43+00,phearns
0.0,0.0,591,{860E2543-2252-41C0-AE23-D02A3F810D06},NL,central_rha,2020/08/19 16:28:00+00,11,0,0,0,11,0,0,3678,8.959,1.22781560442014,2020/08/19 16:31:44+00,phearns,2020/08/19 16:31:44+00,phearns
0.0,0.0,592,{47D2F2A4-F5D4-47F2-B94A-43E95A0C1DA1},NL,eastern_rha,2020/08/19 16:27:00+00,247,0,0,0,242,3,2,20079,32.315,7.64350920625097,2020/08/19 16:31:44+00,phearns,2020/08/19 16:31:44+00,phearns
0.0,0.0,593,{1EFD08A5-DA1E-42D2-85E4-A5AEDE573B20},NL,labradorgrenfell_rha,2020/08/20 15:20:59+00,6,0,0,0,6,0,0,1464,3.605,1.66435506241331,2020/08/20 16:33:24+00,phearns,2020/08/20 16:33:24+00,phearns
0.0,0.0,594,{CBC388C3-53FE-44FC-AF85-3D7921B9BC79},NL,western_rha,2020/08/20 15:20:59+00,4,0,0,0,4,0,0,4014,7.414,0.539519827353655,2020/08/20 16:33:24+00,phearns,2020/08/20 16:33:24+00,phearns
0.0,0.0,595,{C300668C-C54A-46E7-B28E-2BEA785A9D12},NL,central_rha,2020/08/20 15:20:59+00,11,0,0,0,11,0,0,3717,8.959,1.22781560442014,2020/08/20 16:33:25+00,phearns,2020/08/20 16:33:25+00,phearns
0.0,0.0,596,{2A93AA3E-0FCE-4BB4-9704-517B50E78041},NL,eastern_rha,2020/08/20 15:20:00+00,247,0,0,0,242,3,2,20291,32.315,7.64350920625097,2020/08/20 16:33:25+00,phearns,2020/08/20 16:33:25+00,phearns
0.0,0.0,597,{B49C7EC3-2573-41C5-BE46-709082EA7CC2},NL,labradorgrenfell_rha,2020/08/21 16:59:00+00,6,0,0,0,6,0,0,1483,3.605,1.66435506241331,2020/08/21 16:59:16+00,phearns,2020/08/21 16:59:16+00,phearns
0.0,0.0,598,{1DBFA30E-7346-465A-8660-1502DC72EAF4},NL,western_rha,2020/08/21 16:57:59+00,4,0,0,0,4,0,0,4059,7.414,0.539519827353655,2020/08/21 16:59:17+00,phearns,2020/08/21 16:59:17+00,phearns
0.0,0.0,599,{2348BABB-CD90-4C66-A5D4-8A3C59FBD611},NL,central_rha,2020/08/21 16:57:59+00,11,0,0,0,11,0,0,3770,8.959,1.22781560442014,2020/08/21 16:59:17+00,phearns,2020/08/21 16:59:17+00,phearns
0.0,0.0,600,{5E35CF77-258F-4258-8BB3-26D54366BAB0},NL,eastern_rha,2020/08/21 16:57:59+00,247,0,0,0,244,3,0,20470,32.315,7.64350920625097,2020/08/21 16:59:17+00,phearns,2020/08/21 16:59:17+00,phearns
-57.9247233,48.9457200000001,601,{0BD34206-33C1-4BE0-B30E-0B591BFC3EEA},NL,labradorgrenfell_rha,2020/08/22 16:27:00+00,6,0,0,0,6,0,0,1502,3.605,1.66435506241331,2020/08/22 16:32:59+00,phearns,2020/08/22 16:32:59+00,phearns
-57.9247237,48.9457197,602,{CBA6F873-99DA-440C-B2D5-327398FC2EBD},NL,western_rha,2020/08/22 16:25:59+00,4,0,0,0,4,0,0,4061,7.414,0.539519827353655,2020/08/22 16:33:00+00,phearns,2020/08/22 16:33:00+00,phearns
-57.9247240999999,48.9457196000001,603,{A2A2BCDF-9130-4212-898D-766CFC4DFEC5},NL,central_rha,2020/08/22 16:25:59+00,11,0,0,0,11,0,0,3770,8.959,1.22781560442014,2020/08/22 16:33:00+00,phearns,2020/08/22 16:33:00+00,phearns
-57.9247324,48.9457222,604,{7D3B20A5-3BBC-47F7-8B6D-104F558B9EFF},NL,eastern_rha,2020/08/22 16:25:00+00,247,0,0,0,244,3,0,20566,32.315,7.64350920625097,2020/08/22 16:33:01+00,phearns,2020/08/22 16:33:01+00,phearns
-54.8900907,48.9971185000001,605,{134B6674-4A7B-40AB-A958-DFA692C21F3E},NL,labradorgrenfell_rha,2020/08/23 15:46:00+00,6,0,0,0,6,0,0,1503,3.605,1.66435506241331,2020/08/23 16:32:44+00,phearns,2020/08/23 16:32:44+00,phearns
-54.9075331,49.0034159,606,{2617E60D-87AE-41B8-855D-A07235179FF2},NL,western_rha,2020/08/23 15:45:00+00,4,0,0,0,4,0,0,4107,7.414,0.539519827353655,2020/08/23 16:32:44+00,phearns,2020/08/23 16:32:44+00,phearns
-54.9238584,49.0149203,607,{20BFC25D-C12D-444C-A823-F7685E91B6AB},NL,central_rha,2020/08/23 15:43:59+00,11,0,0,0,11,0,0,3839,8.959,1.22781560442014,2020/08/23 16:32:45+00,phearns,2020/08/23 16:32:45+00,phearns
-54.9412406,49.0245932,608,{E334A251-080F-4090-81E9-D1E757631DAA},NL,eastern_rha,2020/08/23 15:43:00+00,247,0,0,0,244,3,0,20691,32.315,7.64350920625097,2020/08/23 16:32:52+00,phearns,2020/09/08 10:53:12+00,phearns
-53.1811211,48.0412407000001,609,{F280D9B3-362E-42A2-BD84-E43AFC165B22},NL,labradorgrenfell_rha,2020/08/24 15:51:00+00,6,0,0,0,6,0,0,1512,3.605,1.66435506241331,2020/08/24 16:41:08+00,phearns,2020/08/24 16:41:08+00,phearns
-53.1811212,48.0412407000001,610,{7F3FD1DC-357C-4F99-A6DB-EBE27BCAB5B0},NL,western_rha,2020/08/24 15:49:59+00,4,0,0,0,4,0,0,4152,7.414,0.539519827353655,2020/08/24 16:41:08+00,phearns,2020/08/24 16:41:08+00,phearns
-53.1811213999999,48.0412408,611,{D7953E35-D1DE-497C-B712-B93D5CE5DFEA},NL,central_rha,2020/08/24 15:49:59+00,11,0,0,0,11,0,0,3847,8.959,1.22781560442014,2020/08/24 16:41:08+00,phearns,2020/08/24 16:41:08+00,phearns
-53.1811121,48.0412408,612,{CA189FF6-4FA2-4BB6-8193-279EA61388DB},NL,eastern_rha,2020/08/24 15:49:59+00,247,0,0,0,244,3,0,20802,32.315,7.64350920625097,2020/08/24 16:41:09+00,phearns,2020/08/24 16:41:09+00,phearns
-52.7667774,47.4992434000001,613,{F5EC717C-579E-47D4-A6BF-B345E261E532},NL,labradorgrenfell_rha,2020/08/25 16:44:00+00,6,0,0,0,6,0,0,1524,3.605,1.66435506241331,2020/08/25 16:44:28+00,phearns,2020/08/25 16:44:28+00,phearns
-52.7667774999999,47.4992435,614,{3C7A511C-9021-4AD7-8A84-7C19956CCCAC},NL,western_rha,2020/08/25 16:43:00+00,4,0,0,0,4,0,0,4153,7.414,0.539519827353655,2020/08/25 16:44:28+00,phearns,2020/08/25 16:44:28+00,phearns
-52.7667772999999,47.499243,615,{628F55CC-D297-4AEE-93CF-C727AA55730B},NL,central_rha,2020/08/25 16:43:00+00,11,0,0,0,11,0,0,3851,8.959,1.22781560442014,2020/08/25 16:44:29+00,phearns,2020/08/25 16:44:29+00,phearns
-52.7667771,47.4992488,616,{40A9C7DB-36C5-4E06-A73A-0967A4F05C77},NL,eastern_rha,2020/08/25 16:41:59+00,247,0,0,0,244,3,0,21046,32.315,7.64350920625097,2020/08/25 16:44:29+00,phearns,2020/08/25 16:44:29+00,phearns
-52.8391655,47.5286621000001,617,{69537629-235F-4187-8241-A99035A43046},NL,labradorgrenfell_rha,2020/08/26 16:41:00+00,6,0,0,0,6,0,0,1526,3.605,1.66435506241331,2020/08/26 16:41:25+00,phearns,2020/08/26 16:41:25+00,phearns
-52.8391544999999,47.5286589,618,{F315C5A5-1A6B-4C9B-A376-071CD9333824},NL,western_rha,2020/08/26 16:40:00+00,4,0,0,0,4,0,0,4184,7.414,0.539519827353655,2020/08/26 16:41:26+00,phearns,2020/08/26 16:41:26+00,phearns
-52.8391498,47.5286587000001,619,{3700A9EF-CB6A-4649-9AA8-F6B14457FC85},NL,central_rha,2020/08/26 16:40:00+00,11,0,0,0,11,3,-3,3909,8.959,1.22781560442014,2020/08/26 16:41:26+00,phearns,2020/08/26 16:41:26+00,phearns
-52.8391315,47.5286620000001,620,{E09E0AE5-A887-49F7-BF66-1A4042E3BD60},NL,eastern_rha,2020/08/26 16:38:59+00,247,0,0,0,244,3,0,21188,32.315,7.64350920625097,2020/08/26 16:41:27+00,phearns,2020/08/26 16:41:27+00,phearns
-52.7270012,47.5781338,621,{D323F1C9-5441-43FA-A343-F692ABDA2103},NL,labradorgrenfell_rha,2020/08/27 15:24:00+00,6,0,0,0,6,0,0,1545,3.605,1.66435506241331,2020/08/27 16:35:25+00,phearns,2020/08/27 16:35:25+00,phearns
-52.7270015,47.5781339000001,622,{C78DB7E1-7A34-45FA-9371-9796EF09CD0F},NL,western_rha,2020/08/27 15:24:00+00,4,0,0,0,4,0,0,4222,7.414,0.539519827353655,2020/08/27 16:35:25+00,phearns,2020/08/27 16:35:25+00,phearns
-52.727002,47.5781337000001,623,{B9EC711B-C3E7-4A17-B8D3-7F895F0920F6},NL,central_rha,2020/08/27 15:24:00+00,11,0,0,0,11,0,0,3937,8.959,1.22781560442014,2020/08/27 16:35:25+00,phearns,2020/08/27 16:35:25+00,phearns
